Type,Frame,Angle
BezierQuaternion,188,0.83411
BezierQuaternion,189,1.47122
BezierQuaternion,190,2.04355
BezierQuaternion,191,2.62573
BezierQuaternion,192,3.21131
BezierQuaternion,193,3.79304
BezierQuaternion,194,4.36302
BezierQuaternion,195,4.91277
BezierQuaternion,196,5.43343
BezierQuaternion,197,5.91587
BezierQuaternion,198,6.35078
BezierQuaternion,199,6.72885
BezierQuaternion,200,7.04083
BezierQuaternion,201,7.27766
BezierQuaternion,202,7.43051
BezierQuaternion,203,7.49088
BezierQuaternion,204,7.45062
BezierQuaternion,205,7.30196
BezierQuaternion,206,7.0375
BezierQuaternion,207,6.65026
BezierQuaternion,208,6.13362
BezierQuaternion,209,5.48133
BezierQuaternion,210,4.68749
BezierQuaternion,211,3.68244
BezierQuaternion,212,2.42261
BezierQuaternion,213,0.940855
BezierQuaternion,214,-0.731426
BezierQuaternion,215,-2.56497
BezierQuaternion,216,-4.53305
BezierQuaternion,217,-6.61164
BezierQuaternion,218,-8.77933
BezierQuaternion,219,-11.017
BezierQuaternion,220,-13.3074
BezierQuaternion,221,-15.6342
BezierQuaternion,222,-17.9814
BezierQuaternion,223,-20.3324
BezierQuaternion,224,-22.6683
BezierQuaternion,225,-24.9678
BezierQuaternion,226,-27.2052
BezierQuaternion,227,-29.3502
BezierQuaternion,228,-31.367
BezierQuaternion,229,-33.2145
BezierQuaternion,230,-34.8465
BezierQuaternion,231,-36.2135
BezierQuaternion,232,-37.3397
BezierQuaternion,233,-38.2844
BezierQuaternion,234,-39.0508
BezierQuaternion,235,-39.6439
BezierQuaternion,236,-40.0709
BezierQuaternion,237,-40.3411
BezierQuaternion,238,-40.4652
BezierQuaternion,239,-40.4554
BezierQuaternion,240,-40.3253
BezierQuaternion,241,-40.0889
BezierQuaternion,242,-39.7612
BezierQuaternion,243,-39.3573
BezierQuaternion,244,-38.8928
BezierQuaternion,245,-38.3834
BezierQuaternion,246,-37.845
BezierQuaternion,247,-37.2935
BezierQuaternion,248,-36.7449
BezierQuaternion,249,-36.2155
BezierQuaternion,250,-35.7214
BezierQuaternion,251,-35.2791
BezierQuaternion,252,-34.905
BezierQuaternion,253,-34.5518
BezierQuaternion,254,-34.1631
BezierQuaternion,255,-33.7418
BezierQuaternion,256,-33.2911
BezierQuaternion,257,-32.8139
BezierQuaternion,258,-32.3133
BezierQuaternion,259,-31.7924
BezierQuaternion,260,-31.2541
BezierQuaternion,261,-30.7014
BezierQuaternion,262,-30.1372
BezierQuaternion,263,-29.5645
BezierQuaternion,264,-28.986
BezierQuaternion,265,-28.4046
BezierQuaternion,266,-27.823
BezierQuaternion,267,-27.2441
BezierQuaternion,268,-26.6707
BezierQuaternion,269,-26.1054
BezierQuaternion,270,-25.551
BezierQuaternion,271,-25.0102
BezierQuaternion,272,-24.4859
BezierQuaternion,273,-23.9806
BezierQuaternion,274,-23.4778
BezierQuaternion,275,-22.9615
BezierQuaternion,276,-22.4347
BezierQuaternion,277,-21.9005
BezierQuaternion,278,-21.362
BezierQuaternion,279,-20.822
BezierQuaternion,280,-20.2834
BezierQuaternion,281,-19.7489
BezierQuaternion,282,-19.2215
BezierQuaternion,283,-18.7039
BezierQuaternion,284,-18.1989
BezierQuaternion,285,-17.7095
BezierQuaternion,286,-17.2386
BezierQuaternion,287,-16.7892
BezierQuaternion,288,-16.3643
BezierQuaternion,289,-15.9673
BezierQuaternion,290,-15.6012
BezierQuaternion,291,-15.2695
BezierQuaternion,292,-14.9757
BezierQuaternion,293,-14.7232
BezierQuaternion,294,-14.5156
BezierQuaternion,295,-14.3641
BezierQuaternion,296,-14.2733
BezierQuaternion,297,-14.2372
BezierQuaternion,298,-14.2497
BezierQuaternion,299,-14.3049
BezierQuaternion,300,-14.3968
BezierQuaternion,301,-14.5196
BezierQuaternion,302,-14.6674
BezierQuaternion,303,-14.8341
BezierQuaternion,304,-15.0141
BezierQuaternion,305,-15.2014
BezierQuaternion,306,-15.39
BezierQuaternion,307,-15.5741
BezierQuaternion,308,-15.7477
BezierQuaternion,309,-15.9047
BezierQuaternion,310,-16.0393
BezierQuaternion,311,-16.1454
BezierQuaternion,312,-16.2169
BezierQuaternion,313,-16.2479
BezierQuaternion,314,-16.2323
BezierQuaternion,315,-16.1644
BezierQuaternion,316,-16.0412
BezierQuaternion,317,-15.8678
BezierQuaternion,318,-15.6501
BezierQuaternion,319,-15.3941
BezierQuaternion,320,-15.1057
BezierQuaternion,321,-14.7908
BezierQuaternion,322,-14.4553
BezierQuaternion,323,-14.1052
BezierQuaternion,324,-13.7463
BezierQuaternion,325,-13.3844
BezierQuaternion,326,-13.0254
BezierQuaternion,327,-12.675
BezierQuaternion,328,-12.3389
BezierQuaternion,329,-12.0229
BezierQuaternion,330,-11.7327
BezierQuaternion,331,-11.4738
BezierQuaternion,332,-11.2518
BezierQuaternion,333,-11.0723
BezierQuaternion,334,-10.9408
BezierQuaternion,335,-10.8628
BezierQuaternion,336,-10.8436
BezierQuaternion,337,-10.8546
BezierQuaternion,338,-10.8667
BezierQuaternion,339,-10.8846
BezierQuaternion,340,-10.9127
BezierQuaternion,341,-10.9557
BezierQuaternion,342,-11.018
BezierQuaternion,343,-11.1038
BezierQuaternion,344,-11.2171
BezierQuaternion,345,-11.3621
BezierQuaternion,346,-11.5424
BezierQuaternion,347,-11.7617
BezierQuaternion,348,-12.0235
BezierQuaternion,349,-12.3312
BezierQuaternion,350,-12.688
BezierQuaternion,351,-13.0972
BezierQuaternion,352,-13.5619
BezierQuaternion,353,-14.0855
BezierQuaternion,354,-14.6711
BezierQuaternion,355,-15.3223
BezierQuaternion,356,-16.0425
BezierQuaternion,357,-16.8356
BezierQuaternion,358,-17.7598
BezierQuaternion,359,-18.8582
BezierQuaternion,360,-20.1126
BezierQuaternion,361,-21.505
BezierQuaternion,362,-23.0171
BezierQuaternion,363,-24.6306
BezierQuaternion,364,-26.3264
BezierQuaternion,365,-28.0848
BezierQuaternion,366,-29.885
BezierQuaternion,367,-31.7055
BezierQuaternion,368,-33.5238
BezierQuaternion,369,-35.3163
BezierQuaternion,370,-37.0591
BezierQuaternion,371,-38.7273
BezierQuaternion,372,-40.2961
BezierQuaternion,373,-41.7403
BezierQuaternion,374,-43.035
BezierQuaternion,375,-44.1558
BezierQuaternion,376,-45.079
BezierQuaternion,377,-45.7815
BezierQuaternion,378,-46.2414
BezierQuaternion,379,-46.4583
BezierQuaternion,380,-46.4598
BezierQuaternion,381,-46.2677
BezierQuaternion,382,-45.904
BezierQuaternion,383,-45.3908
BezierQuaternion,384,-44.7497
BezierQuaternion,385,-44.0016
BezierQuaternion,386,-43.1668
BezierQuaternion,387,-42.2644
BezierQuaternion,388,-41.3129
BezierQuaternion,389,-40.3297
BezierQuaternion,390,-39.3313
BezierQuaternion,391,-38.3335
BezierQuaternion,392,-37.3513
BezierQuaternion,393,-36.3995
BezierQuaternion,394,-35.4922
BezierQuaternion,395,-34.6434
BezierQuaternion,396,-33.8669
BezierQuaternion,397,-33.1766
BezierQuaternion,398,-32.5863
BezierQuaternion,399,-32.1103
BezierQuaternion,400,-31.6877
BezierQuaternion,401,-31.2515
BezierQuaternion,402,-30.8066
BezierQuaternion,403,-30.3585
BezierQuaternion,404,-29.9127
BezierQuaternion,405,-29.4745
BezierQuaternion,406,-29.0496
BezierQuaternion,407,-28.6435
BezierQuaternion,408,-28.2617
BezierQuaternion,409,-27.9096
BezierQuaternion,410,-27.5924
BezierQuaternion,411,-27.3154
BezierQuaternion,412,-27.0839
BezierQuaternion,413,-26.9027
BezierQuaternion,414,-26.7771
BezierQuaternion,415,-26.7119
BezierQuaternion,416,-26.7123
BezierQuaternion,417,-26.7831
BezierQuaternion,418,-26.9294
BezierQuaternion,419,-27.1563
BezierQuaternion,420,-27.469
BezierQuaternion,421,-27.8969
BezierQuaternion,422,-28.4569
BezierQuaternion,423,-29.1353
BezierQuaternion,424,-29.9186
BezierQuaternion,425,-30.7934
BezierQuaternion,426,-31.7465
BezierQuaternion,427,-32.7646
BezierQuaternion,428,-33.8347
BezierQuaternion,429,-34.9438
BezierQuaternion,430,-36.0793
BezierQuaternion,431,-37.2286
BezierQuaternion,432,-38.3794
BezierQuaternion,433,-39.5194
BezierQuaternion,434,-40.6368
BezierQuaternion,435,-41.7198
BezierQuaternion,436,-42.7568
BezierQuaternion,437,-43.7363
BezierQuaternion,438,-44.6468
BezierQuaternion,439,-45.477
BezierQuaternion,440,-46.2153
BezierQuaternion,441,-46.8501
BezierQuaternion,442,-47.418
BezierQuaternion,443,-47.964
BezierQuaternion,444,-48.4889
BezierQuaternion,445,-48.9929
BezierQuaternion,446,-49.4761
BezierQuaternion,447,-49.9378
BezierQuaternion,448,-50.3768
BezierQuaternion,449,-50.7912
BezierQuaternion,450,-51.1787
BezierQuaternion,451,-51.5359
BezierQuaternion,452,-51.8592
BezierQuaternion,453,-52.1442
BezierQuaternion,454,-52.3864
BezierQuaternion,455,-52.5806
BezierQuaternion,456,-52.7217
BezierQuaternion,457,-52.8045
BezierQuaternion,458,-52.824
BezierQuaternion,459,-52.7756
BezierQuaternion,460,-52.6552
BezierQuaternion,461,-52.4594
BezierQuaternion,462,-52.1858
BezierQuaternion,463,-51.8074
BezierQuaternion,464,-51.3061
BezierQuaternion,465,-50.6937
BezierQuaternion,466,-49.9825
BezierQuaternion,467,-49.1849
BezierQuaternion,468,-48.313
BezierQuaternion,469,-47.3785
BezierQuaternion,470,-46.3929
BezierQuaternion,471,-45.3671
BezierQuaternion,472,-44.3114
BezierQuaternion,473,-43.2361
BezierQuaternion,474,-42.1507
BezierQuaternion,475,-41.065
BezierQuaternion,476,-39.9884
BezierQuaternion,477,-38.9303
BezierQuaternion,478,-37.9004
BezierQuaternion,479,-36.9085
BezierQuaternion,480,-35.9649
BezierQuaternion,481,-35.0799
BezierQuaternion,482,-34.2646
BezierQuaternion,483,-33.53
BezierQuaternion,484,-32.8476
BezierQuaternion,485,-32.1822
BezierQuaternion,486,-31.5359
BezierQuaternion,487,-30.9102
BezierQuaternion,488,-30.3069
BezierQuaternion,489,-29.7275
BezierQuaternion,490,-29.1732
BezierQuaternion,491,-28.6453
BezierQuaternion,492,-28.1451
BezierQuaternion,493,-27.6735
BezierQuaternion,494,-27.2315
BezierQuaternion,495,-26.82
BezierQuaternion,496,-26.4397
BezierQuaternion,497,-26.0914
BezierQuaternion,498,-25.7756
BezierQuaternion,499,-25.4929
BezierQuaternion,500,-25.2439
BezierQuaternion,501,-25.0292
BezierQuaternion,502,-24.849
BezierQuaternion,503,-24.7041
BezierQuaternion,504,-24.5949
BezierQuaternion,505,-24.5357
BezierQuaternion,506,-24.5374
BezierQuaternion,507,-24.5952
BezierQuaternion,508,-24.7042
BezierQuaternion,509,-24.8598
BezierQuaternion,510,-25.0572
BezierQuaternion,511,-25.2914
BezierQuaternion,512,-25.5576
BezierQuaternion,513,-25.8511
BezierQuaternion,514,-26.1669
BezierQuaternion,515,-26.5002
BezierQuaternion,516,-26.846
BezierQuaternion,517,-27.1995
BezierQuaternion,518,-27.5555
BezierQuaternion,519,-27.9091
BezierQuaternion,520,-28.2551
BezierQuaternion,521,-28.5886
BezierQuaternion,522,-28.9042
BezierQuaternion,523,-29.1971
BezierQuaternion,524,-29.462
BezierQuaternion,525,-29.6941
BezierQuaternion,526,-29.9228
BezierQuaternion,527,-30.1776
BezierQuaternion,528,-30.4537
BezierQuaternion,529,-30.7467
BezierQuaternion,530,-31.052
BezierQuaternion,531,-31.3652
BezierQuaternion,532,-31.6817
BezierQuaternion,533,-31.9969
BezierQuaternion,534,-32.3062
BezierQuaternion,535,-32.6045
BezierQuaternion,536,-32.8871
BezierQuaternion,537,-33.1486
BezierQuaternion,538,-33.3838
BezierQuaternion,539,-33.5873
BezierQuaternion,540,-33.7534
BezierQuaternion,541,-33.8765
BezierQuaternion,542,-33.9509
BezierQuaternion,543,-33.9708
BezierQuaternion,544,-33.9305
BezierQuaternion,545,-33.8243
BezierQuaternion,546,-33.6469
BezierQuaternion,547,-33.385
BezierQuaternion,548,-33.0349
BezierQuaternion,549,-32.6053
BezierQuaternion,550,-32.1049
BezierQuaternion,551,-31.5424
BezierQuaternion,552,-30.9267
BezierQuaternion,553,-30.2664
BezierQuaternion,554,-29.57
BezierQuaternion,555,-28.846
BezierQuaternion,556,-28.1028
BezierQuaternion,557,-27.3487
BezierQuaternion,558,-26.5917
BezierQuaternion,559,-25.8399
BezierQuaternion,560,-25.1013
BezierQuaternion,561,-24.3836
BezierQuaternion,562,-23.6946
BezierQuaternion,563,-23.0421
BezierQuaternion,564,-22.4336
BezierQuaternion,565,-21.8769
BezierQuaternion,566,-21.3796
BezierQuaternion,567,-20.9493
BezierQuaternion,568,-20.5691
BezierQuaternion,569,-20.2162
BezierQuaternion,570,-19.8891
BezierQuaternion,571,-19.5865
BezierQuaternion,572,-19.307
BezierQuaternion,573,-19.0494
BezierQuaternion,574,-18.8122
BezierQuaternion,575,-18.5943
BezierQuaternion,576,-18.3942
BezierQuaternion,577,-18.2108
BezierQuaternion,578,-18.0426
BezierQuaternion,579,-17.8884
BezierQuaternion,580,-17.747
BezierQuaternion,581,-17.6171
BezierQuaternion,582,-17.4974
BezierQuaternion,583,-17.3868
BezierQuaternion,584,-17.284
BezierQuaternion,585,-17.188
BezierQuaternion,586,-17.0975
BezierQuaternion,587,-17.0114
BezierQuaternion,588,-16.9289
BezierQuaternion,589,-16.8641
BezierQuaternion,590,-16.8302
BezierQuaternion,591,-16.8247
BezierQuaternion,592,-16.8448
BezierQuaternion,593,-16.8879
BezierQuaternion,594,-16.9514
BezierQuaternion,595,-17.0324
BezierQuaternion,596,-17.1282
BezierQuaternion,597,-17.2356
BezierQuaternion,598,-17.3516
BezierQuaternion,599,-17.4728
BezierQuaternion,600,-17.5956
BezierQuaternion,601,-17.7164
BezierQuaternion,602,-17.831
BezierQuaternion,603,-17.9353
BezierQuaternion,604,-18.0246
BezierQuaternion,605,-18.0943
BezierQuaternion,606,-18.1395
