Type,Frame,Angle
Bezier Euler,295,38.93
Bezier Euler,296,38.3243
Bezier Euler,297,37.5034
Bezier Euler,298,36.4895
Bezier Euler,299,35.3049
Bezier Euler,300,33.9719
Bezier Euler,301,32.5126
Bezier Euler,302,30.9493
Bezier Euler,303,29.3042
Bezier Euler,304,27.5997
Bezier Euler,305,25.8579
Bezier Euler,306,24.101
Bezier Euler,307,22.3514
Bezier Euler,308,20.6313
Bezier Euler,309,18.9628
Bezier Euler,310,17.3683
Bezier Euler,311,15.8699
Bezier Euler,312,14.49
Bezier Euler,313,13.2508
Bezier Euler,314,12.1744
Bezier Euler,315,11.2832
Bezier Euler,316,10.5468
Bezier Euler,317,9.91418
Bezier Euler,318,9.37671
Bezier Euler,319,8.92568
Bezier Euler,320,8.5524
Bezier Euler,321,8.24819
Bezier Euler,322,8.00437
Bezier Euler,323,7.81225
Bezier Euler,324,7.66314
Bezier Euler,325,7.54836
Bezier Euler,326,7.45921
Bezier Euler,327,7.38703
Bezier Euler,328,7.32311
Bezier Euler,329,7.25878
Bezier Euler,330,7.18534
Bezier Euler,331,7.09412
Bezier Euler,332,6.97642
Bezier Euler,333,6.82356
Bezier Euler,334,6.62686
Bezier Euler,335,6.37762
Bezier Euler,336,6.06717
Bezier Euler,337,5.70832
Bezier Euler,338,5.32174
Bezier Euler,339,4.91055
Bezier Euler,340,4.47784
Bezier Euler,341,4.02672
Bezier Euler,342,3.56029
Bezier Euler,343,3.08166
Bezier Euler,344,2.59392
Bezier Euler,345,2.10018
Bezier Euler,346,1.60355
Bezier Euler,347,1.10713
Bezier Euler,348,0.614012
Bezier Euler,349,0.127313
Bezier Euler,350,-0.349867
Bezier Euler,351,-0.814427
Bezier Euler,352,-1.26326
Bezier Euler,353,-1.69327
Bezier Euler,354,-2.10134
Bezier Euler,355,-2.48439
Bezier Euler,356,-2.83929
Bezier Euler,357,-3.16295
Bezier Euler,358,-3.4634
Bezier Euler,359,-3.75077
Bezier Euler,360,-4.02515
Bezier Euler,361,-4.28661
Bezier Euler,362,-4.53522
Bezier Euler,363,-4.77106
Bezier Euler,364,-4.99421
Bezier Euler,365,-5.20473
Bezier Euler,366,-5.40271
Bezier Euler,367,-5.58822
Bezier Euler,368,-5.76133
Bezier Euler,369,-5.92211
Bezier Euler,370,-6.07066
Bezier Euler,371,-6.20703
Bezier Euler,372,-6.3313
Bezier Euler,373,-6.44355
Bezier Euler,374,-6.54385
